order_no	req_pu_date	customer	origin	destination	revenue	cost	margin
22627	2024-11-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22628	2024-11-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22629	2024-11-26	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1400.0	350.0
22630	2024-11-26	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22631	2024-11-26	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22632	2024-11-26	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22633	2024-11-26	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22634	2024-11-27	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22635	2024-11-27	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22636	2024-11-27	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22637	2024-11-27	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22638	2024-11-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22639	2024-11-21	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0
22640	2024-11-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22641	2024-11-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22642	2024-11-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22643	2024-11-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22644	2024-11-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22645	2024-11-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22646	2024-11-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1400.0	350.0
22647	2024-11-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22648	2024-11-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22649	2024-11-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0
22650	2024-11-22	SCOTTS DELHI			345.0	272.14	72.86
22651	2024-11-22	EMBALLAGES AT	DAYTON,NJ	MIRABEL,PQ	1325.0	1100.0	225.0
22652	2024-11-21	SCOTTS CANADA LTD			1200.0	1000.0	200.0
22653	2024-11-27	EMBALLAGES AT			700.0	525.0	175.0
22654	2024-11-22	SCOTTS CANADA LTD			485.0	375.0	110.0
22655	2024-11-25	SCOTTS CANADA LTD			1500.0	1300.0	200.0
22656	2024-11-22	DEXTER	LONGUEUIL,PQ	BRANTFORD,ON	975.0	800.0	175.0
22657	2024-11-25	SCOTTS CANADA LTD			1050.0	850.0	200.0
22658	2024-11-25	SCOTTS CANADA LTD			1050.0	850.0	200.0
22659	2024-11-27	CAPMATIC			7250.0	6500.0	750.0
22661	2024-11-26	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0
22662	2024-12-07	CAPMATIC	LAS VEGAS,NV	MONTREAL-NORD,PQ	8495.0	7300.0	1195.0
22663	2024-11-26	SCOTTS CANADA LTD			1200.0	1000.0	200.0
22664	2024-11-26	SCOTTS CANADA LTD			1200.0	1000.0	200.0
22665	2024-12-03	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1300.0	1100.0	200.0
22666	2024-11-29	SCOTTS CANADA LTD			1350.0	1000.0	350.0
22667	2024-12-03	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1300.0	1100.0	200.0
22668	2024-12-05	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1300.0	1100.0	200.0
22669	2024-12-03	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1300.0	1100.0	200.0
22670	2024-12-04	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1300.0	1100.0	200.0
22671	2024-11-28	SCOTTS CANADA LTD	LACHINE,PQ	WINNIPEG,MB	725.0	550.0	175.0
22672	2024-12-02	SCOTTS CANADA LTD			1200.0	1000.0	200.0
22673	2024-12-04	SCOTTS CANADA LTD			1450.0	1100.0	350.0
22674	2024-12-04	EMBALLAGES AT	MIRABEL,PQ	NEW YORK,NY	1450.0	999.5	450.5
22675	2024-12-11	EMBALLAGES AT	NEW YORK,NY	MIRABEL,PQ	1500.0	999.61	500.39
22676	2024-12-04	CAPMATIC			225.0	130.0	95.0
22677	2024-12-04	SCOTTS DELHI			1350.0	1050.0	300.0
22678	2024-12-10	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1300.0	1000.0	300.0
22679	2024-12-11	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1300.0	1100.0	200.0
22680	2024-12-12	SCOTTS CANADA LTD			1500.0	1100.0	400.0
22681	2024-12-13	SCOTTS CANADA LTD			1200.0	900.0	300.0
22682	2024-12-05	CAPMATIC	ST-LAURENT,PQ	MONTREAL-NORD,PQ	275.0	150.0	125.0
22683	2024-12-05	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	1050.0	900.0	150.0
22684	2024-12-05	CAPMATIC	ST-LAURENT,PQ	MONTREAL-NORD,PQ	150.0	90.0	60.0
22685	2024-12-05	EMBALLAGES AT	MIRABEL,PQ	WEST BRANCH,NB	775.0	575.0	200.0
22686	2024-12-06	CAPMATIC	DORVAL,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0
22688	2024-12-06	EMBALLAGES AT	HAYWARD,CA	MIRABEL,PQ	955.0	700.0	255.0
22689	2024-12-09	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0
22690	2024-12-09	ENGRAIS McINNES	STANSTEAD,PQ	CHARLESBOURG,PQ	650.0	530.0	120.0
22691	2024-12-10	SCOTTS DELHI	DELHI,ON	DORVAL,PQ	1200.0	950.0	250.0
22692	2024-12-16	SCOTTS CANADA LTD			1300.0	1000.0	300.0
22693	2024-12-17	SCOTTS CANADA LTD			1300.0	1000.0	300.0
22694	2024-12-19	SCOTTS CANADA LTD			1300.0	1000.0	300.0
22695	2024-12-11	SCOTTS CANADA LTD	LACHINE,PQ	WINNIPEG,MB	965.0	825.0	140.0
22696	2024-12-12	SCOTTS CANADA LTD	LACHINE,PQ	MIRAMICHI,NB	625.0	450.0	175.0
22697	2024-12-12	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	100.0	125.0
22698	2024-12-16	SCOTTS DELHI			1350.0	1050.0	300.0
22699	2024-12-17	SCOTTS DELHI			1350.0	1050.0	300.0
22700	2024-12-18	SCOTTS DELHI			1350.0	1050.0	300.0
22701	2024-12-13	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	100.0	125.0
22702	2024-12-16	DVOLU	BOUCHERVILLE,PQ	MONTREAL,PQ	450.0	325.0	125.0
22703	2024-12-17	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	250.0	145.0	105.0
22704	2024-12-16	SCOTTS DELHI	DELHI,ON	MIRAMICHI,NB	395.0	227.47	167.53
22706	2024-12-16	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	1200.0	900.0	300.0
22707	2024-12-17	SCOTTS CANADA LTD	LACHINE,PQ	L'ORIGNAL,ON	750.0	550.0	200.0
22708	2024-12-18	SCOTTS DELHI	DELHI,ON	DORVAL,PQ	1200.0	950.0	250.0
22709	2024-12-18	SCOTTS DELHI	DELHI,ON	DORVAL,PQ	1200.0	950.0	250.0
22710	2024-12-19	SCOTTS CANADA LTD	WINNIPEG,MB	LACHINE,PQ	1025.0	825.0	200.0
22730	2024-12-18	LICAFLEX	LACHINE,PQ	WINNIPEG,MB	965.0	0.0	965.0
None		nan			967024.16	789612.1	177412.06
None		nan					0.0
